order_id,amount,profit,category,city,order_date,state,customername,customer_id,product_id,date_id
B-25894,6379,3128,Electronics,Cincinnati,2023-03-21,Ohio,Tammy Bell,288,288.0,288
B-26969,3348,568,Office Supplies,Cleveland,2024-03-02,Ohio,Connie Richards,289,289.0,289
B-26969,3348,568,Office Supplies,Rochester,2021-04-30,New York,Peter Ward,290,290.0,290
B-26969,8856,2020,Office Supplies,Cleveland,2024-03-02,Ohio,Connie Richards,291,291.0,291
B-26969,8856,2020,Office Supplies,Rochester,2021-04-30,New York,Peter Ward,292,292.0,292
B-26312,1760,619,Furniture,Columbus,2021-09-15,Ohio,Jonathan Alvarez,293,293.0,293
B-26312,1760,619,Furniture,Houston,2023-01-28,Texas,Becky Hodges,294,294.0,294
B-26312,6351,986,Electronics,Columbus,2021-09-15,Ohio,Jonathan Alvarez,295,295.0,295
B-26312,6351,986,Electronics,Houston,2023-01-28,Texas,Becky Hodges,296,296.0,296
B-26837,869,373,Office Supplies,New York City,2021-07-08,New York,Larry Hill,297,297.0,297
B-26837,869,373,Office Supplies,Cleveland,2020-04-08,Ohio,Amber Moon,298,298.0,298
B-26837,1486,114,Furniture,New York City,2021-07-08,New York,Larry Hill,299,299.0,299
B-26837,1486,114,Furniture,Cleveland,2020-04-08,Ohio,Amber Moon,300,300.0,300
B-26166,2999,145,Office Supplies,Chicago,2022-08-23,Illinois,Cynthia Wilcox,301,301.0,301
B-26166,5142,1916,Office Supplies,Chicago,2022-08-23,Illinois,Cynthia Wilcox,302,302.0,302
B-25695,1239,575,Electronics,Rochester,2022-12-17,New York,Rebecca Wright,303,303.0,303
B-25695,1239,575,Electronics,Springfield,2022-06-08,Illinois,Sarah Flores,304,304.0,304
B-25695,1262,515,Electronics,Rochester,2022-12-17,New York,Rebecca Wright,305,305.0,305
B-25695,1262,515,Electronics,Springfield,2022-06-08,Illinois,Sarah Flores,306,306.0,306
B-26068,1033,254,Furniture,Rochester,2020-08-28,New York,Carol Norman,307,307.0,307
B-26023,1518,159,Electronics,San Diego,2020-09-26,California,Stephanie Gardner,308,308.0,308
B-26677,8581,2444,Office Supplies,Peoria,2020-12-13,Illinois,Philip Baker,309,309.0,309
B-26677,8581,2444,Office Supplies,Orlando,2020-11-19,Florida,Randall Dennis,310,310.0,310
B-25701,1167,463,Office Supplies,Austin,2023-09-13,Texas,Suzanne Cross,311,311.0,311
B-25701,2841,803,Electronics,Austin,2023-09-13,Texas,Suzanne Cross,312,312.0,312
B-25701,5680,2159,Furniture,Austin,2023-09-13,Texas,Suzanne Cross,313,313.0,313
B-26523,8204,2382,Office Supplies,Chicago,2020-03-31,Illinois,Jasmine Delgado,314,314.0,314
B-26523,8204,2382,Office Supplies,Buffalo,2020-10-20,New York,Kristen Harper,315,315.0,315
B-26523,2850,904,Electronics,Chicago,2020-03-31,Illinois,Jasmine Delgado,316,316.0,316
B-26523,2850,904,Electronics,Buffalo,2020-10-20,New York,Kristen Harper,317,317.0,317
B-25880,907,391,Office Supplies,New York City,2023-08-04,New York,Kaitlyn Graham MD,318,318.0,318
B-26898,2174,265,Office Supplies,Cincinnati,2022-04-11,Ohio,Dean Avila,319,319.0,319
B-26898,8541,2029,Electronics,Cincinnati,2022-04-11,Ohio,Dean Avila,320,320.0,320
B-26898,1931,551,Furniture,Cincinnati,2022-04-11,Ohio,Dean Avila,321,321.0,321
B-26035,1281,340,Electronics,Austin,2021-12-31,Texas,Megan Mack,322,322.0,322
B-26035,2404,253,Electronics,Austin,2021-12-31,Texas,Megan Mack,323,323.0,323
B-25573,2119,196,Furniture,Los Angeles,2020-08-16,California,Heather Johnson,324,324.0,324
B-25463,3137,571,Office Supplies,Chicago,2025-02-02,Illinois,Tina Davies,325,325.0,325
B-26277,2323,727,Furniture,Dallas,2022-02-24,Texas,Matthew Harris,326,326.0,326
B-26277,1368,406,Furniture,Dallas,2022-02-24,Texas,Matthew Harris,327,327.0,327
B-26508,9204,3289,Electronics,Miami,2024-02-25,Florida,Christopher Kirk,328,328.0,328
B-26508,9204,3289,Electronics,Miami,2021-06-15,Florida,Eric Stevens,329,329.0,329
B-26508,9894,3698,Office Supplies,Miami,2024-02-25,Florida,Christopher Kirk,330,330.0,330
B-26508,9894,3698,Office Supplies,Miami,2021-06-15,Florida,Eric Stevens,331,331.0,331
B-26723,5322,1423,Furniture,Houston,2022-12-08,Texas,James Dickerson,332,332.0,332
B-26723,5322,1423,Furniture,Dallas,2023-12-09,Texas,James Jones,333,333.0,333
B-25526,2666,559,Furniture,Cleveland,2022-07-16,Ohio,Hannah Hendricks,334,334.0,334
B-25645,8383,937,Furniture,Orlando,2024-05-05,Florida,Brett Mullins,335,335.0,335
B-25757,7560,821,Office Supplies,Chicago,2021-10-04,Illinois,Ms. Kim Jordan,336,336.0,336
B-26716,1314,490,Furniture,Buffalo,2021-11-20,New York,Marcus Santiago,337,337.0,337
B-26716,4390,179,Furniture,Buffalo,2021-11-20,New York,Marcus Santiago,338,338.0,338
B-26716,1150,58,Office Supplies,Buffalo,2021-11-20,New York,Marcus Santiago,339,339.0,339
B-25424,1574,258,Office Supplies,San Diego,2020-09-15,California,Jill Perez,340,340.0,340
B-25424,5635,318,Office Supplies,San Diego,2020-09-15,California,Jill Perez,341,341.0,341
B-25424,6515,961,Furniture,San Diego,2020-09-15,California,Jill Perez,342,342.0,342
B-26453,1231,214,Electronics,Columbus,2023-01-17,Ohio,Courtney Williams,343,343.0,343
B-26453,1231,214,Electronics,Rochester,2020-06-16,New York,Jordan Hahn,344,344.0,344
B-26425,6891,2529,Office Supplies,Cleveland,2024-05-01,Ohio,William Cook,345,345.0,345
B-25843,7524,2308,Electronics,Austin,2023-12-07,Texas,Stephanie Hayes,346,346.0,346
B-25843,6864,1824,Electronics,Austin,2023-12-07,Texas,Stephanie Hayes,347,347.0,347
B-25486,4215,432,Furniture,Columbus,2024-02-02,Ohio,Melissa Wise,348,348.0,348
B-26975,622,218,Furniture,San Diego,2024-06-23,California,Elizabeth Gonzalez,349,349.0,349
B-26975,1755,495,Office Supplies,San Diego,2024-06-23,California,Elizabeth Gonzalez,350,350.0,350
B-26975,8020,3898,Electronics,San Diego,2024-06-23,California,Elizabeth Gonzalez,351,351.0,351
B-26890,7333,1576,Electronics,Buffalo,2024-06-07,New York,Mr. Eric Lopez,352,352.0,352
B-26125,7690,1134,Electronics,Rochester,2023-10-13,New York,Benjamin Higgins,353,353.0,353
B-26125,912,246,Furniture,Rochester,2023-10-13,New York,Benjamin Higgins,354,354.0,354
B-26489,2791,894,Electronics,Austin,2022-10-08,Texas,Brett Sutton,355,355.0,355
B-26489,2791,894,Electronics,Cincinnati,2023-10-27,Ohio,Anna Blackburn,356,356.0,356
B-26489,2791,894,Electronics,Dallas,2021-02-09,Texas,Michelle Bailey,357,357.0,357
B-26489,6223,1478,Furniture,Austin,2022-10-08,Texas,Brett Sutton,358,358.0,358
B-26489,6223,1478,Furniture,Cincinnati,2023-10-27,Ohio,Anna Blackburn,359,359.0,359
B-26489,6223,1478,Furniture,Dallas,2021-02-09,Texas,Michelle Bailey,360,360.0,360
B-26489,8943,3121,Furniture,Austin,2022-10-08,Texas,Brett Sutton,361,361.0,361
B-26489,8943,3121,Furniture,Cincinnati,2023-10-27,Ohio,Anna Blackburn,362,362.0,362
B-26489,8943,3121,Furniture,Dallas,2021-02-09,Texas,Michelle Bailey,363,363.0,363
B-26489,3297,102,Electronics,Austin,2022-10-08,Texas,Brett Sutton,364,364.0,364
B-26489,3297,102,Electronics,Cincinnati,2023-10-27,Ohio,Anna Blackburn,365,365.0,365
B-26489,3297,102,Electronics,Dallas,2021-02-09,Texas,Michelle Bailey,366,366.0,366
B-26043,8769,1989,Office Supplies,Chicago,2020-11-03,Illinois,Sara Peterson,367,367.0,367
B-26557,9057,1888,Electronics,Orlando,2022-05-30,Florida,Katherine Williams,368,368.0,368
B-26557,6864,3275,Furniture,Orlando,2022-05-30,Florida,Katherine Williams,369,369.0,369
B-26557,9200,809,Electronics,Orlando,2022-05-30,Florida,Katherine Williams,370,370.0,370
B-25243,6113,2508,Electronics,Orlando,2024-06-16,Florida,Cory Evans,371,371.0,371
B-25243,7733,2784,Furniture,Orlando,2024-06-16,Florida,Cory Evans,372,372.0,372
B-25243,8524,154,Furniture,Orlando,2024-06-16,Florida,Cory Evans,373,373.0,373
B-25243,6187,2344,Furniture,Orlando,2024-06-16,Florida,Cory Evans,374,374.0,374
B-26932,4364,148,Furniture,Cincinnati,2022-07-15,Ohio,Michael Rodriguez,375,375.0,375
B-26932,736,286,Office Supplies,Cincinnati,2022-07-15,Ohio,Michael Rodriguez,376,376.0,376
B-25241,9905,633,Office Supplies,Dallas,2021-07-18,Texas,John Munoz,377,377.0,377
B-25241,9905,633,Office Supplies,Tampa,2021-10-02,Florida,David Clark,378,378.0,378
B-25044,2493,1221,Office Supplies,Springfield,2024-04-16,Illinois,April Welch,379,379.0,379
B-25044,9849,963,Office Supplies,Springfield,2024-04-16,Illinois,April Welch,380,380.0,380
B-26137,3423,804,Electronics,Peoria,2020-07-09,Illinois,Alan Livingston,381,381.0,381
B-26137,3423,804,Electronics,Dallas,2020-07-25,Texas,Angela Jackson,382,382.0,382
B-26137,3423,804,Electronics,Austin,2024-01-24,Texas,Amy Williams,383,383.0,383
B-26137,3423,804,Electronics,Dallas,2020-05-04,Texas,Laura Jordan,384,384.0,384
B-26137,3423,804,Electronics,Cincinnati,2021-11-13,Ohio,Richard Maynard,385,385.0,385
B-25545,3900,115,Furniture,Springfield,2023-10-07,Illinois,Lawrence Oliver,386,386.0,386
B-26800,8568,2419,Electronics,Rochester,2021-10-23,New York,Anthony Williams,387,387.0,387
B-26800,3283,71,Office Supplies,Rochester,2021-10-23,New York,Anthony Williams,388,388.0,388
B-26987,7643,3720,Electronics,Dallas,2022-07-18,Texas,Lynn Matthews,389,389.0,389
B-26144,3461,1537,Furniture,Chicago,2024-08-23,Illinois,Andrew Griffin,390,390.0,390
B-26144,5714,1438,Electronics,Chicago,2024-08-23,Illinois,Andrew Griffin,391,391.0,391
B-26144,3853,1457,Office Supplies,Chicago,2024-08-23,Illinois,Andrew Griffin,392,392.0,392
B-25406,6016,431,Office Supplies,Chicago,2020-10-28,Illinois,Megan Williams,393,393.0,393
B-25658,1290,204,Office Supplies,Buffalo,2024-06-15,New York,Alison Martin,394,394.0,394
B-25658,1290,204,Office Supplies,San Francisco,2024-12-19,California,Samuel Wallace,395,395.0,395
B-25733,4569,1693,Electronics,Springfield,2020-09-04,Illinois,Manuel Stark,396,396.0,396
B-26993,3083,1151,Furniture,Orlando,2022-04-16,Florida,William Villarreal,397,397.0,397
B-26964,3522,898,Office Supplies,Cleveland,2024-08-29,Ohio,Brandon Kirk,398,398.0,398
B-26964,3522,898,Office Supplies,Los Angeles,2022-01-14,California,Abigail Brown,399,399.0,399
B-26955,7301,3602,Office Supplies,Houston,2024-04-07,Texas,Kristine Carter,400,400.0,400
B-26059,4462,121,Electronics,Springfield,2022-04-24,Illinois,Wesley Deleon,401,401.0,401
B-26059,6212,1881,Electronics,Springfield,2022-04-24,Illinois,Wesley Deleon,402,402.0,402
B-26806,4027,1386,Furniture,Tampa,2020-08-27,Florida,Laura Cole,403,403.0,403
B-26299,1676,330,Electronics,Cleveland,2023-03-01,Ohio,Lauren Harris,404,404.0,404
B-26299,3927,1133,Furniture,Cleveland,2023-03-01,Ohio,Lauren Harris,405,405.0,405
B-26299,2776,887,Electronics,Cleveland,2023-03-01,Ohio,Lauren Harris,406,406.0,406
B-26743,7684,1157,Furniture,Chicago,2020-10-02,Illinois,Cameron Miller,407,407.0,407
B-26743,7684,1157,Furniture,Buffalo,2020-06-23,New York,Jacob Carpenter,408,408.0,408
B-26743,7684,1157,Furniture,Columbus,2023-08-21,Ohio,Pamela Callahan DVM,409,409.0,409
B-26757,6008,2498,Electronics,Miami,2022-07-16,Florida,William Ruiz,410,410.0,410
B-26772,7344,2598,Furniture,Dallas,2022-08-01,Texas,Paula Marshall,411,411.0,411
B-26088,6932,3218,Office Supplies,Orlando,2020-07-16,Florida,Natalie Cox,412,412.0,412
B-26319,7748,1706,Electronics,Cincinnati,2020-05-02,Ohio,Andrew Fernandez,413,413.0,413
B-26319,6381,2763,Office Supplies,Cincinnati,2020-05-02,Ohio,Andrew Fernandez,414,414.0,414
B-26319,992,64,Electronics,Cincinnati,2020-05-02,Ohio,Andrew Fernandez,415,415.0,415
B-25364,8649,2631,Electronics,San Francisco,2024-01-10,California,Alisha Saunders,416,416.0,416
B-25364,8649,2631,Electronics,Rochester,2020-09-30,New York,Travis Chandler DDS,417,417.0,417
B-25655,4099,52,Electronics,New York City,2022-03-28,New York,Russell Austin,418,418.0,418
B-26864,2539,324,Electronics,San Francisco,2021-01-30,California,Collin Cameron,419,419.0,419
B-26019,9845,3062,Office Supplies,Orlando,2025-03-14,Florida,Elizabeth Hernandez,420,420.0,420
B-25849,2901,1411,Office Supplies,Austin,2021-10-26,Texas,William Russell,421,421.0,421
B-25849,2901,1411,Office Supplies,Los Angeles,2023-01-11,California,Sheri Berg,422,422.0,422
B-25849,6934,1152,Office Supplies,Austin,2021-10-26,Texas,William Russell,423,423.0,423
B-25849,6934,1152,Office Supplies,Los Angeles,2023-01-11,California,Sheri Berg,424,424.0,424
B-25829,9640,2606,Furniture,Peoria,2021-10-31,Illinois,Anthony Barnett,425,425.0,425
B-26065,7930,1981,Furniture,Cleveland,2023-05-04,Ohio,Kaitlyn Flores,426,426.0,426
B-26065,7930,1981,Furniture,Springfield,2024-08-09,Illinois,Rebecca Owen,427,427.0,427
B-25267,9894,829,Office Supplies,San Diego,2022-08-21,California,Michael Bell,428,428.0,428
B-25267,4534,2235,Furniture,San Diego,2022-08-21,California,Michael Bell,429,429.0,429
B-25972,4911,186,Electronics,Buffalo,2022-06-19,New York,Willie Huynh,430,430.0,430
B-25972,531,189,Furniture,Buffalo,2022-06-19,New York,Willie Huynh,431,431.0,431
B-25511,9707,3483,Electronics,Peoria,2025-01-29,Illinois,Samuel Hayes,432,432.0,432
B-25511,8521,2584,Office Supplies,Peoria,2025-01-29,Illinois,Samuel Hayes,433,433.0,433
B-25744,8438,3427,Office Supplies,Buffalo,2022-01-14,New York,Sherry Tran,434,434.0,434
B-25744,1689,109,Electronics,Buffalo,2022-01-14,New York,Sherry Tran,435,435.0,435
B-25744,3936,1626,Office Supplies,Buffalo,2022-01-14,New York,Sherry Tran,436,436.0,436
B-26805,7664,1753,Electronics,Cincinnati,2023-06-15,Ohio,Heather Gray,437,437.0,437
B-25620,721,258,Electronics,Peoria,2023-10-18,Illinois,Benjamin Meadows,438,438.0,438
B-25620,721,258,Electronics,Buffalo,2022-06-13,New York,Micheal Graham,439,439.0,439
B-25620,8364,3055,Electronics,Peoria,2023-10-18,Illinois,Benjamin Meadows,440,440.0,440
B-25620,8364,3055,Electronics,Buffalo,2022-06-13,New York,Micheal Graham,441,441.0,441
B-25620,5234,2021,Furniture,Peoria,2023-10-18,Illinois,Benjamin Meadows,442,442.0,442
B-25620,5234,2021,Furniture,Buffalo,2022-06-13,New York,Micheal Graham,443,443.0,443
B-25325,3944,1559,Electronics,San Francisco,2024-06-12,California,Jean Jackson,444,444.0,444
B-25325,6711,1045,Office Supplies,San Francisco,2024-06-12,California,Jean Jackson,445,445.0,445
B-25325,5031,714,Furniture,San Francisco,2024-06-12,California,Jean Jackson,446,446.0,446
B-25325,6295,2469,Office Supplies,San Francisco,2024-06-12,California,Jean Jackson,447,447.0,447
B-25131,9654,4111,Office Supplies,San Francisco,2022-06-27,California,Timothy Murphy,448,448.0,448
B-25131,3112,1065,Office Supplies,San Francisco,2022-06-27,California,Timothy Murphy,449,449.0,449
B-26654,7838,1142,Electronics,San Francisco,2021-02-18,California,Mrs. Jennifer Lewis,450,450.0,450
B-26654,9300,3146,Electronics,San Francisco,2021-02-18,California,Mrs. Jennifer Lewis,451,451.0,451
B-26654,1733,133,Office Supplies,San Francisco,2021-02-18,California,Mrs. Jennifer Lewis,452,452.0,452
B-26195,874,235,Office Supplies,Rochester,2023-05-29,New York,Bryan Brown,453,453.0,453
B-26195,874,235,Office Supplies,Miami,2021-06-04,Florida,Christopher Johnson,454,454.0,454
B-25842,1248,584,Office Supplies,Columbus,2024-01-22,Ohio,Christina Conner,455,455.0,455
B-25842,1248,584,Office Supplies,San Francisco,2022-12-27,California,Luis Luna,456,456.0,456
B-25842,3669,154,Office Supplies,Columbus,2024-01-22,Ohio,Christina Conner,457,457.0,457
B-25842,3669,154,Office Supplies,San Francisco,2022-12-27,California,Luis Luna,458,458.0,458
B-25842,514,109,Office Supplies,Columbus,2024-01-22,Ohio,Christina Conner,459,459.0,459
B-25842,514,109,Office Supplies,San Francisco,2022-12-27,California,Luis Luna,460,460.0,460
B-25851,3273,85,Electronics,Cincinnati,2024-03-30,Ohio,Julie Chavez,461,461.0,461
B-25427,5035,2008,Furniture,Miami,2020-04-04,Florida,Richard Blair,462,462.0,462
B-25427,7702,60,Electronics,Miami,2020-04-04,Florida,Richard Blair,463,463.0,463
B-25427,9884,4446,Electronics,Miami,2020-04-04,Florida,Richard Blair,464,464.0,464
B-26224,5564,175,Electronics,Chicago,2023-01-22,Illinois,Mitchell Lester,465,465.0,465
B-26224,5564,175,Electronics,Houston,2022-04-12,Texas,Mr. John Tyler PhD,466,466.0,466
B-26224,5564,175,Electronics,Miami,2023-12-13,Florida,Juan Kelly,467,467.0,467
B-26224,3953,1776,Electronics,Chicago,2023-01-22,Illinois,Mitchell Lester,468,468.0,468
B-26224,3953,1776,Electronics,Houston,2022-04-12,Texas,Mr. John Tyler PhD,469,469.0,469
B-26224,3953,1776,Electronics,Miami,2023-12-13,Florida,Juan Kelly,470,470.0,470
B-26896,6488,1591,Electronics,Dallas,2023-05-24,Texas,Morgan Mccarthy,471,471.0,471
B-26896,6488,1591,Electronics,Houston,2020-11-29,Texas,Morgan Sullivan,472,472.0,472
B-26469,7856,3699,Electronics,Orlando,2021-03-24,Florida,Eric Clark,473,473.0,473
B-26469,1165,51,Office Supplies,Orlando,2021-03-24,Florida,Eric Clark,474,474.0,474
B-26219,9386,2555,Office Supplies,San Diego,2020-08-19,California,Mark Padilla,475,475.0,475
B-26219,9386,2555,Office Supplies,Cleveland,2022-10-20,Ohio,Anthony Lane,476,476.0,476
B-26119,3956,142,Office Supplies,Tampa,2023-09-20,Florida,Jeffrey Henderson,477,477.0,477
B-26119,3956,142,Office Supplies,Dallas,2024-12-26,Texas,Michelle Hardy,478,478.0,478
B-26119,6449,2628,Furniture,Tampa,2023-09-20,Florida,Jeffrey Henderson,479,479.0,479
B-26119,6449,2628,Furniture,Dallas,2024-12-26,Texas,Michelle Hardy,480,480.0,480
B-26988,6255,437,Office Supplies,Rochester,2021-12-03,New York,Ms. Barbara Cervantes,481,481.0,481
B-26988,2109,681,Electronics,Rochester,2021-12-03,New York,Ms. Barbara Cervantes,482,482.0,482
B-25596,6707,1041,Electronics,Austin,2021-09-14,Texas,Steven Proctor,483,483.0,483
B-26845,7633,184,Office Supplies,Springfield,2021-09-30,Illinois,Shannon Patterson,484,484.0,484
B-25099,975,224,Office Supplies,San Diego,2021-12-22,California,William Valdez,485,485.0,485
B-25099,4492,1450,Furniture,San Diego,2021-12-22,California,William Valdez,486,486.0,486
B-25099,7957,2834,Furniture,San Diego,2021-12-22,California,William Valdez,487,487.0,487
B-26153,4906,975,Furniture,Houston,2022-05-18,Texas,Laura Yu,488,488.0,488
B-25060,1379,250,Office Supplies,Buffalo,2020-10-08,New York,Jonathan Mcmillan,489,489.0,489
B-25060,4244,340,Electronics,Buffalo,2020-10-08,New York,Jonathan Mcmillan,490,490.0,490
B-26572,5911,2333,Furniture,San Diego,2022-08-20,California,Austin Davis,491,491.0,491
B-26572,5911,2333,Furniture,San Francisco,2024-11-25,California,Mark Roy,492,492.0,492
B-26572,1818,738,Office Supplies,San Diego,2022-08-20,California,Austin Davis,493,493.0,493
B-26572,1818,738,Office Supplies,San Francisco,2024-11-25,California,Mark Roy,494,494.0,494
B-25919,2140,970,Office Supplies,San Diego,2020-09-30,California,Jillian Williams,495,495.0,495
B-25919,2140,970,Office Supplies,Orlando,2025-02-20,Florida,Rebekah Carter,496,496.0,496
B-25919,2140,970,Office Supplies,San Francisco,2022-03-20,California,Jonathan Reed,497,497.0,497
B-25919,2670,1026,Electronics,San Diego,2020-09-30,California,Jillian Williams,498,498.0,498
B-25919,2670,1026,Electronics,Orlando,2025-02-20,Florida,Rebekah Carter,499,499.0,499
B-25919,2670,1026,Electronics,San Francisco,2022-03-20,California,Jonathan Reed,500,500.0,500
B-26978,1108,167,Electronics,Springfield,2025-03-07,Illinois,Roger Harris,501,501.0,501
B-26978,9776,3750,Office Supplies,Springfield,2025-03-07,Illinois,Roger Harris,502,502.0,502
B-26978,535,72,Furniture,Springfield,2025-03-07,Illinois,Roger Harris,503,503.0,503
B-26554,7564,3463,Office Supplies,Tampa,2024-06-16,Florida,Louis Jimenez,504,504.0,504
B-26554,7564,3463,Office Supplies,Peoria,2020-11-21,Illinois,Jessica Jones,505,505.0,505
B-26554,7564,3463,Office Supplies,Miami,2024-10-01,Florida,Renee Gomez,506,506.0,506
B-26554,7564,3463,Office Supplies,Houston,2024-07-01,Texas,Connie Olson,507,507.0,507
B-26554,3409,1605,Electronics,Tampa,2024-06-16,Florida,Louis Jimenez,508,508.0,508
B-26554,3409,1605,Electronics,Peoria,2020-11-21,Illinois,Jessica Jones,509,509.0,509
B-26554,3409,1605,Electronics,Miami,2024-10-01,Florida,Renee Gomez,510,510.0,510
B-26554,3409,1605,Electronics,Houston,2024-07-01,Texas,Connie Olson,511,511.0,511
B-26883,9751,2459,Office Supplies,Buffalo,2020-11-23,New York,Christian Jones,512,512.0,512
B-25423,6385,2656,Electronics,Orlando,2023-03-18,Florida,Matthew Kelley,513,513.0,513
B-25423,6385,2656,Electronics,Tampa,2022-10-19,Florida,Candace Martinez,514,514.0,514
B-26324,6355,1335,Electronics,Austin,2023-08-31,Texas,Jacob Mann,515,515.0,515
B-26324,6355,1335,Electronics,Austin,2021-06-06,Texas,Keith Reese,516,516.0,516
B-26945,7377,320,Electronics,Austin,2022-12-21,Texas,Aaron Jones,517,517.0,517
B-26945,2054,371,Office Supplies,Austin,2022-12-21,Texas,Aaron Jones,518,518.0,518
B-26405,7497,319,Furniture,Peoria,2024-02-12,Illinois,Christopher Brooks,519,519.0,519
B-26046,2565,983,Electronics,Miami,2022-12-05,Florida,Charles Moore,520,520.0,520
B-26046,5024,1544,Office Supplies,Miami,2022-12-05,Florida,Charles Moore,521,521.0,521
B-25746,8243,1346,Office Supplies,Houston,2021-04-04,Texas,Manuel Walls,522,522.0,522
B-25232,7792,1403,Office Supplies,Peoria,2021-02-12,Illinois,Darren Moore,523,523.0,523
B-25232,7792,1403,Office Supplies,Rochester,2022-12-27,New York,Stephanie Thomas,524,524.0,524
B-25232,7792,1403,Office Supplies,San Diego,2024-01-19,California,Kristy Hernandez,525,525.0,525
B-25232,2346,388,Furniture,Peoria,2021-02-12,Illinois,Darren Moore,526,526.0,526
B-25232,2346,388,Furniture,Rochester,2022-12-27,New York,Stephanie Thomas,527,527.0,527
B-25232,2346,388,Furniture,San Diego,2024-01-19,California,Kristy Hernandez,528,528.0,528
B-25591,7346,1043,Furniture,Columbus,2022-12-25,Ohio,Randy Johnson,529,529.0,529
B-25591,9770,4132,Electronics,Columbus,2022-12-25,Ohio,Randy Johnson,530,530.0,530
B-25591,7179,683,Electronics,Columbus,2022-12-25,Ohio,Randy Johnson,531,531.0,531
B-26325,5449,2389,Electronics,Miami,2022-10-06,Florida,James Benitez,532,532.0,532
B-25251,2895,104,Furniture,Buffalo,2020-04-27,New York,Donald York,533,533.0,533
B-25251,2895,104,Furniture,Houston,2024-05-13,Texas,Tiffany Parker,534,534.0,534
B-25251,697,116,Furniture,Buffalo,2020-04-27,New York,Donald York,535,535.0,535
B-25251,697,116,Furniture,Houston,2024-05-13,Texas,Tiffany Parker,536,536.0,536
B-25464,6145,1414,Furniture,Los Angeles,2020-10-23,California,Melissa Mcknight,537,537.0,537
B-25464,2504,440,Electronics,Los Angeles,2020-10-23,California,Melissa Mcknight,538,538.0,538
B-25464,3124,138,Electronics,Los Angeles,2020-10-23,California,Melissa Mcknight,539,539.0,539
B-26678,6934,1226,Electronics,Cincinnati,2021-06-11,Ohio,Mr. Jack Mercado,540,540.0,540
B-26678,6934,1226,Electronics,Rochester,2021-09-08,New York,Christian Jones,541,541.0,541
B-25962,4202,1171,Office Supplies,Peoria,2022-11-23,Illinois,Rachel Fisher,542,542.0,542
B-25962,4202,1171,Office Supplies,Rochester,2022-10-31,New York,Donald Moore,543,543.0,543
B-25962,4202,1171,Office Supplies,Tampa,2023-11-06,Florida,William Wu,544,544.0,544
B-25962,4202,1171,Office Supplies,Houston,2023-11-12,Texas,Jesus Zuniga,545,545.0,545
B-26586,2239,828,Electronics,Los Angeles,2023-06-26,California,Michael Gallegos,546,546.0,546
B-26586,2239,828,Electronics,Chicago,2023-09-30,Illinois,Robert Daniels,547,547.0,547
B-26586,2450,1002,Electronics,Los Angeles,2023-06-26,California,Michael Gallegos,548,548.0,548
B-26586,2450,1002,Electronics,Chicago,2023-09-30,Illinois,Robert Daniels,549,549.0,549
B-26841,9827,4208,Furniture,New York City,2020-09-12,New York,Jill Jones,550,550.0,550
B-26841,8077,240,Furniture,New York City,2020-09-12,New York,Jill Jones,551,551.0,551
B-26284,5152,2045,Electronics,Springfield,2020-11-27,Illinois,Elizabeth Miller,552,552.0,552
B-26284,5152,2045,Electronics,Los Angeles,2022-08-25,California,Sabrina Clark,553,553.0,553
B-26284,5152,2045,Electronics,Chicago,2023-08-23,Illinois,Larry Casey,554,554.0,554
B-26284,5152,2045,Electronics,Rochester,2023-10-11,New York,Daniel Burns,555,555.0,555
B-26478,2542,190,Office Supplies,Houston,2022-04-21,Texas,James Tanner,556,556.0,556
B-26679,8102,1800,Office Supplies,San Francisco,2023-09-14,California,Leonard Gonzalez,557,557.0,557
B-26679,8102,1800,Office Supplies,Buffalo,2020-04-29,New York,Richard Lee,558,558.0,558
B-26679,8102,1800,Office Supplies,Cleveland,2020-12-15,Ohio,Matthew Schroeder,559,559.0,559
B-26679,3234,1274,Furniture,San Francisco,2023-09-14,California,Leonard Gonzalez,560,560.0,560
B-26679,3234,1274,Furniture,Buffalo,2020-04-29,New York,Richard Lee,561,561.0,561
B-26679,3234,1274,Furniture,Cleveland,2020-12-15,Ohio,Matthew Schroeder,562,562.0,562
B-26397,6200,2321,Furniture,Los Angeles,2024-07-11,California,Marcus Flores,563,563.0,563
B-26397,6200,2321,Furniture,Miami,2024-09-21,Florida,Tonya Long,564,564.0,564
B-25957,4470,413,Electronics,Los Angeles,2025-02-02,California,Michael Chambers,565,565.0,565
B-26916,916,362,Office Supplies,Springfield,2022-10-21,Illinois,Kaylee Glover,566,566.0,566
B-26916,916,362,Office Supplies,San Francisco,2020-10-21,California,Pamela Patterson,567,567.0,567
B-26916,1165,302,Furniture,Springfield,2022-10-21,Illinois,Kaylee Glover,568,568.0,568
B-26916,1165,302,Furniture,San Francisco,2020-10-21,California,Pamela Patterson,569,569.0,569
B-26916,7846,677,Furniture,Springfield,2022-10-21,Illinois,Kaylee Glover,570,570.0,570
B-26916,7846,677,Furniture,San Francisco,2020-10-21,California,Pamela Patterson,571,571.0,571
B-25925,3022,384,Office Supplies,Austin,2022-01-11,Texas,Ronald Mckinney,572,572.0,572
B-25925,3022,384,Office Supplies,Chicago,2021-02-17,Illinois,James Hart,573,573.0,573
B-25925,5266,1111,Electronics,Austin,2022-01-11,Texas,Ronald Mckinney,574,574.0,574
